crop,year,state,fertilizer,pesticide,yield,avg_temp_c,total_rainfall_mm,avg_humidity_percent,n,p,k,ph,ndvi,evi,gdd,rainfall_var
48,2018,12,816190.4,1761.2,14.20703704,23.97,586.33,64.89,72,42,25,6.9,0.7594554728730518,0.7975127558957279,13.969999999999999,222.85538844155093
49,2018,12,102997.0,222.25,13.2452381,23.97,586.33,64.89,72,42,25,6.9,0.3419870660540507,0.5092160344167358,13.969999999999999,222.85538844155093
50,2018,12,10354848.0,22344.0,0.853076923,23.97,586.33,64.89,72,42,25,6.9,0.28840737634874464,0.29328064934785963,13.969999999999999,222.85538844155093
51,2018,12,4311113.8,9302.65,5.617142857,23.97,586.33,64.89,72,42,25,6.9,0.5640595158495715,0.45324485409542725,13.969999999999999,222.85538844155093
52,2018,12,13802246.8,29782.9,0.429285714,23.97,586.33,64.89,72,42,25,6.9,0.28380636497041,0.3436201807989026,13.969999999999999,222.85538844155093
52,2018,12,452051.4,975.45,0.47125,23.97,586.33,64.89,72,42,25,6.9,0.2691164093603504,0.21451415161407883,13.969999999999999,222.85538844155093
52,2018,12,164470.8,354.9,0.514285714,23.97,586.33,64.89,72,42,25,6.9,0.6969710913840803,0.4520057320389541,13.969999999999999,222.85538844155093
53,2018,12,25550555.0,55133.75,0.960740741,23.97,586.33,64.89,72,42,25,6.9,0.8837237315860438,0.11137059199030139,13.969999999999999,222.85538844155093
0,2018,13,15528912.84,33508.7515,0.795714286,26.92,1799.12,80.47,65,28,50,5.7,0.48728290320313966,0.5510606879010934,16.92,320.6016049019732
1,2018,13,43145.2,93.1,1.65,26.92,1799.12,80.47,65,28,50,5.7,0.29023859546988323,0.521074619612022,16.92,320.6016049019732
3,2018,13,8580154.542,18514.5135,7.930714286,26.92,1799.12,80.47,65,28,50,5.7,0.4556703584641322,0.7592348483837782,16.92,320.6016049019732
5,2018,13,13423900.7,28966.4935,0.328571429,26.92,1799.12,80.47,65,28,50,5.7,0.7460271548837065,0.5914295990075463,16.92,320.6016049019732
6,2018,13,6306660.4,13608.7,0.068571429,26.92,1799.12,80.47,65,28,50,5.7,0.5270109473132414,0.6042818467304903,16.92,320.6016049019732
7,2018,13,6290223.052,13573.231,0.276428571,26.92,1799.12,80.47,65,28,50,5.7,0.8432137491388989,0.558506050766255,16.92,320.6016049019732
9,2018,13,123425572.6,266331.3835,6426.82,26.92,1799.12,80.47,65,28,50,5.7,0.8083432952264129,0.46115231735785567,16.92,320.6016049019732
11,2018,13,9634.68,20.79,1.51,26.92,1799.12,80.47,65,28,50,5.7,0.6761621238660844,0.6352636071268851,16.92,320.6016049019732
14,2018,13,11290.742,24.3635,4.96,26.92,1799.12,80.47,65,28,50,5.7,0.7759545868570636,0.5580949191364779,16.92,320.6016049019732
15,2018,13,531219.598,1146.2815,3.463571429,26.92,1799.12,80.47,65,28,50,5.7,0.2395356965478052,0.20524194635456128,16.92,320.6016049019732
16,2018,13,112057.492,241.801,0.70375,26.92,1799.12,80.47,65,28,50,5.7,0.38854500494891725,0.4122015088680988,16.92,320.6016049019732
17,2018,13,30380.06,65.555,1.28,26.92,1799.12,80.47,65,28,50,5.7,0.8587606492812636,0.33206666931384055,16.92,320.6016049019732
20,2018,13,33251.0,71.75,0.82,26.92,1799.12,80.47,65,28,50,5.7,0.6547154358977013,0.6514438191617682,16.92,320.6016049019732
24,2018,13,16921.6772,36.5141,4.508,26.92,1799.12,80.47,65,28,50,5.7,0.737640082326527,0.2877418156465089,16.92,320.6016049019732
31,2018,13,845.062,1.8235,0.0,26.92,1799.12,80.47,65,28,50,5.7,0.6285932890661811,0.3466951497602153,16.92,320.6016049019732
34,2018,13,248624.3772,536.4891,1.076,26.92,1799.12,80.47,65,28,50,5.7,0.40090227688914515,0.5300714057398226,16.92,320.6016049019732
37,2018,13,87085.18,187.915,13.75,26.92,1799.12,80.47,65,28,50,5.7,0.6111167071344831,0.33371470892210986,16.92,320.6016049019732
38,2018,13,36446.34,78.645,1.355,26.92,1799.12,80.47,65,28,50,5.7,0.2993031857233507,0.3348859758610471,16.92,320.6016049019732
40,2018,13,9848534.212,21251.461,1.565384615,26.92,1799.12,80.47,65,28,50,5.7,0.40056333868016963,0.3178527675042094,16.92,320.6016049019732
40,2018,13,7924813.016,17100.398,3.09,26.92,1799.12,80.47,65,28,50,5.7,0.792019161880408,0.6497408602406259,16.92,320.6016049019732
40,2018,13,14346504.03,30957.3145,2.684285714,26.92,1799.12,80.47,65,28,50,5.7,0.8313755403668222,0.48090809859520467,16.92,320.6016049019732
43,2018,13,61255.9654,132.17995,0.481666667,26.92,1799.12,80.47,65,28,50,5.7,0.777170958526874,0.41859080283697647,16.92,320.6016049019732
44,2018,13,7704.5,16.625,0.73,26.92,1799.12,80.47,65,28,50,5.7,0.31193980703700697,0.5030380716570231,16.92,320.6016049019732
46,2018,13,164126.936,354.158,81.14875,26.92,1799.12,80.47,65,28,50,5.7,0.5088299757701493,0.49713833935548923,16.92,320.6016049019732
48,2018,13,34128.502,73.6435,13.17714286,26.92,1799.12,80.47,65,28,50,5.7,0.7977395122620132,0.6992107018009951,16.92,320.6016049019732
49,2018,13,10035988.75,21655.956,36.30214286,26.92,1799.12,80.47,65,28,50,5.7,0.7739464647720735,0.18610713723559133,16.92,320.6016049019732
50,2018,13,1180.816,2.548,1.6,26.92,1799.12,80.47,65,28,50,5.7,0.46843378013763276,0.25441139528600976,16.92,320.6016049019732
51,2018,13,402857.762,869.2985,2.630714286,26.92,1799.12,80.47,65,28,50,5.7,0.8413446709259871,0.7457496520620868,16.92,320.6016049019732
53,2018,13,227.08,0.49,1.45,26.92,1799.12,80.47,65,28,50,5.7,0.3382261674662335,0.2880670252241129,16.92,320.6016049019732
0,2018,24,1127614.4,2433.2,2.0112,28.08,832.38,70.88,80,38,30,6.6,0.4327382893416478,0.36413534896831234,18.08,306.81836327816893
1,2018,24,6711998.2,14483.35,1.188571429,28.08,832.38,70.88,80,38,30,6.6,0.5146791555170243,0.7670097442865609,18.08,306.81836327816893
2,2018,24,5045879.8,10888.15,2.8308,28.08,832.38,70.88,80,38,30,6.6,0.487190045363343,0.41810386237797614,18.08,306.81836327816893
2,2018,24,2558380.6,5520.55,2.042692308,28.08,832.38,70.88,80,38,30,6.6,0.6188755435524885,0.2749098476187364,18.08,306.81836327816893
3,2018,24,14194770.8,30629.9,37.39125,28.08,832.38,70.88,80,38,30,6.6,0.6382871121316657,0.7324843240653178,18.08,306.81836327816893
5,2018,24,903616.2,1949.85,0.16,28.08,832.38,70.88,80,38,30,6.6,0.8376016287936707,0.6618433114208851,18.08,306.81836327816893
6,2018,24,622523.6,1343.3,0.08,28.08,832.38,70.88,80,38,30,6.6,0.49854684267484445,0.29004049257018105,18.08,306.81836327816893
7,2018,24,13831118.4,29845.2,0.242,28.08,832.38,70.88,80,38,30,6.6,0.6492025469143232,0.6109021177676679,18.08,306.81836327816893
8,2018,24,771423.2,1664.6,0.333636364,28.08,832.38,70.88,80,38,30,6.6,0.8316231207819142,0.12728185965628944,18.08,306.81836327816893
9,2018,24,71326639.0,153910.75,11263.83,28.08,832.38,70.88,80,38,30,6.6,0.8308711180990149,0.11437119630840673,18.08,306.81836327816893
10,2018,24,1042459.4,2249.45,0.428695652,28.08,832.38,70.88,80,38,30,6.6,0.5673808560393838,0.3470747727499883,18.08,306.81836327816893
11,2018,24,11357730.6,24508.05,2.13,28.08,832.38,70.88,80,38,30,6.6,0.6990228297695291,0.33384598741314686,18.08,306.81836327816893
11,2018,24,10526617.8,22714.65,2.738076923,28.08,832.38,70.88,80,38,30,6.6,0.23603144773936327,0.2234372437238311,18.08,306.81836327816893
12,2018,24,7282293.4,15713.95,0.806,28.08,832.38,70.88,80,38,30,6.6,0.28968851722952593,0.6192213286466528,18.08,306.81836327816893
12,2018,24,3241567.0,6994.75,0.8475,28.08,832.38,70.88,80,38,30,6.6,0.68125891950423,0.40544240804798104,18.08,306.81836327816893
13,2018,24,7452927.8,16082.15,0.517741935,28.08,832.38,70.88,80,38,30,6.6,0.7190335408431316,0.4711132442712488,18.08,306.81836327816893
14,2018,24,235027.8,507.15,4.375,28.08,832.38,70.88,80,38,30,6.6,0.36181931610269175,0.6816970514596785,18.08,306.81836327816893
15,2018,24,61149.4,131.95,19.86428571,28.08,832.38,70.88,80,38,30,6.6,0.5260724505839312,0.7059102300254347,18.08,306.81836327816893
16,2018,24,949032.2,2047.85,0.945,28.08,832.38,70.88,80,38,30,6.6,0.6097248697860125,0.7193700730364321,18.08,306.81836327816893
17,2018,24,31879274.6,68790.05,2.235714286,28.08,832.38,70.88,80,38,30,6.6,0.2644389639121837,0.6757536339515275,18.08,306.81836327816893
17,2018,24,22538014.4,48633.2,3.243333333,28.08,832.38,70.88,80,38,30,6.6,0.5554135724990839,0.5614844594964802,18.08,306.81836327816893
19,2018,24,656099.0,1415.75,0.685,28.08,832.38,70.88,80,38,30,6.6,0.8453840588186694,0.4614342368510499,18.08,306.81836327816893
19,2018,24,11906777.6,25692.8,0.715652174,28.08,832.38,70.88,80,38,30,6.6,0.7956496742125128,0.7185283172502608,18.08,306.81836327816893
20,2018,24,29610258.8,63893.9,1.5472,28.08,832.38,70.88,80,38,30,6.6,0.5854846605762757,0.22034030568744684,18.08,306.81836327816893
20,2018,24,32973313.6,71150.8,1.4448,28.08,832.38,70.88,80,38,30,6.6,0.5053522106863596,0.5485615760726349,18.08,306.81836327816893
24,2018,24,27402716.8,59130.4,7.625384615,28.08,832.38,70.88,80,38,30,6.6,0.5125289098345581,0.5464176488799078,18.08,306.81836327816893
24,2018,24,35952927.6,77580.3,6.984,28.08,832.38,70.88,80,38,30,6.6,0.763354860333618,0.12747047372056186,18.08,306.81836327816893
27,2018,24,4375669.4,9441.95,0.6508,28.08,832.38,70.88,80,38,30,6.6,0.2107976432838,0.45008836345698666,18.08,306.81836327816893
27,2018,24,23249910.2,50169.35,0.402857143,28.08,832.38,70.88,80,38,30,6.6,0.44401660410705013,0.11270211521999021,18.08,306.81836327816893
31,2018,24,2013550.8,4344.9,8.912692308,28.08,832.38,70.88,80,38,30,6.6,0.4418581866690925,0.5681065702546914,18.08,306.81836327816893
31,2018,24,3126080.6,6745.55,5.878518519,28.08,832.38,70.88,80,38,30,6.6,0.5960473100907544,0.5490210346601174,18.08,306.81836327816893
32,2018,24,3367434.2,7266.35,0.7015,28.08,832.38,70.88,80,38,30,6.6,0.20659650565230586,0.798091986233839,18.08,306.81836327816893
33,2018,24,273307.0,589.75,1.262941176,28.08,832.38,70.88,80,38,30,6.6,0.7092380112738319,0.521650792738378,18.08,306.81836327816893
33,2018,24,691296.4,1491.7,2.21,28.08,832.38,70.88,80,38,30,6.6,0.3160542851200288,0.51015682626204,18.08,306.81836327816893
34,2018,24,4694392.4,10129.7,0.68952381,28.08,832.38,70.88,80,38,30,6.6,0.8103847046696775,0.6560312472034896,18.08,306.81836327816893
37,2018,24,378574.8,816.9,13.195,28.08,832.38,70.88,80,38,30,6.6,0.24667306708573214,0.5724096510264159,18.08,306.81836327816893
37,2018,24,194315.6,419.3,23.2225,28.08,832.38,70.88,80,38,30,6.6,0.3257608106225401,0.36980216080826045,18.08,306.81836327816893
38,2018,24,9231937.4,19920.95,3.1396,28.08,832.38,70.88,80,38,30,6.6,0.362724808059748,0.2213819004540739,18.08,306.81836327816893
38,2018,24,3515847.2,7586.6,3.486153846,28.08,832.38,70.88,80,38,30,6.6,0.3474181941295319,0.14473352841796053,18.08,306.81836327816893
39,2018,24,49471.0,106.75,0.08,28.08,832.38,70.88,80,38,30,6.6,0.8308621162623528,0.2867987050519265,18.08,306.81836327816893
40,2018,24,45358743.4,97876.45,4.184827586,28.08,832.38,70.88,80,38,30,6.6,0.4498357655506573,0.7690267706505898,18.08,306.81836327816893
40,2018,24,38425828.8,82916.4,3.997333333,28.08,832.38,70.88,80,38,30,6.6,0.6971168647970163,0.48078891986023675,18.08,306.81836327816893
40,2018,24,195404610.8,421649.9,3.749032258,28.08,832.38,70.88,80,38,30,6.6,0.29259741497726344,0.36383367029585,18.08,306.81836327816893
43,2018,24,1533925.4,3309.95,0.472,28.08,832.38,70.88,80,38,30,6.6,0.35749693399905047,0.2863056822720607,18.08,306.81836327816893
43,2018,24,5701816.6,12303.55,0.516551724,28.08,832.38,70.88,80,38,30,6.6,0.8903808360605243,0.5622300195697167,18.08,306.81836327816893
44,2018,24,2588874.2,5586.35,1.340555556,28.08,832.38,70.88,80,38,30,6.6,0.25330420325737774,0.6067753592235171,18.08,306.81836327816893
44,2018,24,55796.8,120.4,1.577692308,28.08,832.38,70.88,80,38,30,6.6,0.6727057588469898,0.5449497233560439,18.08,306.81836327816893
46,2018,24,26992513.0,58245.25,99.34166667,28.08,832.38,70.88,80,38,30,6.6,0.2625080199853502,0.7416316689273886,18.08,306.81836327816893
47,2018,24,78829.2,170.1,1.78,28.08,832.38,70.88,80,38,30,6.6,0.7342470720120113,0.47705311891593716,18.08,306.81836327816893
47,2018,24,738983.2,1594.6,0.556470588,28.08,832.38,70.88,80,38,30,6.6,0.8198175279087518,0.36379869635253903,18.08,306.81836327816893
48,2018,24,53201.6,114.8,25.31238095,28.08,832.38,70.88,80,38,30,6.6,0.5877744681279832,0.5197033447114416,18.08,306.81836327816893
49,2018,24,12269456.8,26475.4,34.88068966,28.08,832.38,70.88,80,38,30,6.6,0.3451692882673428,0.7236095607847871,18.08,306.81836327816893
50,2018,24,342404.2,738.85,1.354545455,28.08,832.38,70.88,80,38,30,6.6,0.7770429781760961,0.2888428122416492,18.08,306.81836327816893
51,2018,24,3787532.2,8172.85,3.892857143,28.08,832.38,70.88,80,38,30,6.6,0.40991335727134126,0.12197343715252845,18.08,306.81836327816893
52,2018,24,7217089.0,15573.25,0.777,28.08,832.38,70.88,80,38,30,6.6,0.25038396576081173,0.5564787525156465,18.08,306.81836327816893
52,2018,24,64308893.8,138767.65,0.607,28.08,832.38,70.88,80,38,30,6.6,0.4268305457365532,0.11972452964260151,18.08,306.81836327816893
0,2019,0,188248.96,405.52,7.253333333,28.2,1027.8,71.25,78,45,22,6.8,0.26756555352282363,0.3211982849652174,18.2,220.1167231504337
1,2019,0,40818248.72,87929.39,0.44,28.2,1027.8,71.25,78,45,22,6.8,0.6396692946644043,0.24582183386734002,18.2,220.1167231504337
1,2019,0,1020254.4,2197.8,0.43,28.2,1027.8,71.25,78,45,22,6.8,0.8165247094909751,0.6054506873841152,18.2,220.1167231504337
2,2019,0,3518331.84,7579.08,2.004545455,28.2,1027.8,71.25,78,45,22,6.8,0.6570716816974624,0.6818505833371709,18.2,220.1167231504337
2,2019,0,788721.92,1699.04,2.48,28.2,1027.8,71.25,78,45,22,6.8,0.43303804375307586,0.5530290277352986,18.2,220.1167231504337
3,2019,0,16780093.2,36147.15,60.0,28.2,1027.8,71.25,78,45,22,6.8,0.42620215026656894,0.32570864014369605,18.2,220.1167231504337
5,2019,0,3030705.2,6528.65,1.0,28.2,1027.8,71.25,78,45,22,6.8,0.8069867057884788,0.107913578773211,18.2,220.1167231504337
7,2019,0,19887231.6,42840.45,1.0,28.2,1027.8,71.25,78,45,22,6.8,0.32519467501799193,0.5335013371203717,18.2,220.1167231504337
8,2019,0,6325405.52,13625.99,0.7625,28.2,1027.8,71.25,78,45,22,6.8,0.30273389153374153,0.6292715134906706,18.2,220.1167231504337
8,2019,0,181378.56,390.72,0.684,28.2,1027.8,71.25,78,45,22,6.8,0.4289616832503146,0.6005826033723108,18.2,220.1167231504337
9,2019,0,17867677.52,38489.99,16935.05846,28.2,1027.8,71.25,78,45,22,6.8,0.6562690869575969,0.5191831461825872,18.2,220.1167231504337
10,2019,0,192199.44,414.03,0.50375,28.2,1027.8,71.25,78,45,22,6.8,0.5550697770383741,0.5748625310817427,18.2,220.1167231504337
11,2019,0,112322967.3,241962.61,0.543846154,28.2,1027.8,71.25,78,45,22,6.8,0.6875996020960049,0.32772483298907096,18.2,220.1167231504337
11,2019,0,596694.24,1285.38,3.305,28.2,1027.8,71.25,78,45,22,6.8,0.8854427537142999,0.35315963136979367,18.2,220.1167231504337
12,2019,0,998956.16,2151.92,0.503333333,28.2,1027.8,71.25,78,45,22,6.8,0.5698878419988738,0.7960708623727999,18.2,220.1167231504337
12,2019,0,1166593.92,2513.04,0.630909091,28.2,1027.8,71.25,78,45,22,6.8,0.6052094689507101,0.41741655286087764,18.2,220.1167231504337
13,2019,0,23390792.08,50387.71,4.526666667,28.2,1027.8,71.25,78,45,22,6.8,0.2785306504086455,0.4208394020186569,18.2,220.1167231504337
13,2019,0,2902572.24,6252.63,4.034615385,28.2,1027.8,71.25,78,45,22,6.8,0.25535867664468503,0.2688480234276235,18.2,220.1167231504337
15,2019,0,50497.44,108.78,1.922,28.2,1027.8,71.25,78,45,22,6.8,0.24585844704341306,0.2592650331844121,18.2,220.1167231504337
16,2019,0,78765529.04,169674.23,1.443636364,28.2,1027.8,71.25,78,45,22,6.8,0.5392589678405093,0.3621341612117507,18.2,220.1167231504337
17,2019,0,97538210.0,210113.75,2.255384615,28.2,1027.8,71.25,78,45,22,6.8,0.3234480356599341,0.361242214578945,18.2,220.1167231504337
17,2019,0,16040494.64,34553.93,2.812307692,28.2,1027.8,71.25,78,45,22,6.8,0.3259922269785741,0.41211888859058576,18.2,220.1167231504337
18,2019,0,171.76,0.37,0.0,28.2,1027.8,71.25,78,45,22,6.8,0.20043942507561452,0.7550869524960858,18.2,220.1167231504337
18,2019,0,1030.56,2.22,0.0,28.2,1027.8,71.25,78,45,22,6.8,0.6145750465398603,0.37087906197119824,18.2,220.1167231504337
19,2019,0,14353467.92,30919.79,0.251666667,28.2,1027.8,71.25,78,45,22,6.8,0.46696475023005274,0.4655896319569388,18.2,220.1167231504337
19,2019,0,5151941.2,11098.15,0.606923077,28.2,1027.8,71.25,78,45,22,6.8,0.3062665058125873,0.2699778395276841,18.2,220.1167231504337
20,2019,0,6351856.56,13682.97,1.149,28.2,1027.8,71.25,78,45,22,6.8,0.4890781977664721,0.42472804015161647,18.2,220.1167231504337
20,2019,0,20261153.12,43645.94,2.358,28.2,1027.8,71.25,78,45,22,6.8,0.39206998716247843,0.46878676099652383,18.2,220.1167231504337
23,2019,0,22844.08,49.21,0.0,28.2,1027.8,71.25,78,45,22,6.8,0.5851647716876156,0.6611378055433685,18.2,220.1167231504337
24,2019,0,16418710.16,35368.67,4.653076923,28.2,1027.8,71.25,78,45,22,6.8,0.2060874208053567,0.5530100347803677,18.2,220.1167231504337
24,2019,0,35227976.0,75887.0,6.698461538,28.2,1027.8,71.25,78,45,22,6.8,0.8293479156735373,0.7224174099975569,18.2,220.1167231504337
26,2019,0,294396.64,634.18,10.135,28.2,1027.8,71.25,78,45,22,6.8,0.6753388845083816,0.19429624992719036,18.2,220.1167231504337
27,2019,0,2309141.44,4974.28,0.625384615,28.2,1027.8,71.25,78,45,22,6.8,0.6832462040339657,0.4697746910217042,18.2,220.1167231504337
27,2019,0,16065571.6,34607.95,0.885384615,28.2,1027.8,71.25,78,45,22,6.8,0.24848420281335304,0.26066773821584344,18.2,220.1167231504337
29,2019,0,731010.56,1574.72,0.33,28.2,1027.8,71.25,78,45,22,6.8,0.49039437226991633,0.6836702410745629,18.2,220.1167231504337
30,2019,0,122299475.1,263453.69,8.527692308,28.2,1027.8,71.25,78,45,22,6.8,0.744002910919151,0.14206725405253934,18.2,220.1167231504337
30,2019,0,24235336.0,52207.0,1.720769231,28.2,1027.8,71.25,78,45,22,6.8,0.8340154681254957,0.4634281747804735,18.2,220.1167231504337
31,2019,0,4098880.64,8829.68,22.22444444,28.2,1027.8,71.25,78,45,22,6.8,0.3102885053876595,0.20761311690979634,18.2,220.1167231504337
31,2019,0,2104060.0,4532.5,21.7675,28.2,1027.8,71.25,78,45,22,6.8,0.5169706137779777,0.6496452960131927,18.2,220.1167231504337
32,2019,0,1849855.2,3984.9,1.23,28.2,1027.8,71.25,78,45,22,6.8,0.8139123519413378,0.7829820132410698,18.2,220.1167231504337
34,2019,0,294568.4,634.55,0.656666667,28.2,1027.8,71.25,78,45,22,6.8,0.45173401080568537,0.23259319515360666,18.2,220.1167231504337
37,2019,0,77807.28,167.61,12.21,28.2,1027.8,71.25,78,45,22,6.8,0.41832844554603793,0.20955551575135362,18.2,220.1167231504337
37,2019,0,180348.0,388.5,13.155,28.2,1027.8,71.25,78,45,22,6.8,0.4043373441452831,0.3848181747418309,18.2,220.1167231504337
38,2019,0,4407361.6,9494.2,1.315,28.2,1027.8,71.25,78,45,22,6.8,0.27314183508385736,0.10836296415346175,18.2,220.1167231504337
38,2019,0,1355701.68,2920.41,1.588888889,28.2,1027.8,71.25,78,45,22,6.8,0.4660365476833799,0.18337958623600834,18.2,220.1167231504337
39,2019,0,323252.32,696.34,0.375,28.2,1027.8,71.25,78,45,22,6.8,0.7814273993736747,0.3379303021192388,18.2,220.1167231504337
40,2019,0,262178758.0,564777.25,3.517692308,28.2,1027.8,71.25,78,45,22,6.8,0.43448429238741054,0.42393373350267183,18.2,220.1167231504337
40,2019,0,142484710.3,306936.09,3.873076923,28.2,1027.8,71.25,78,45,22,6.8,0.7404593873117933,0.3203325115250645,18.2,220.1167231504337
41,2019,0,121949.6,262.7,0.475,28.2,1027.8,71.25,78,45,22,6.8,0.28826283887228876,0.5943465139374772,18.2,220.1167231504337
42,2019,0,577972.4,1245.05,0.0,28.2,1027.8,71.25,78,45,22,6.8,0.7398927028637008,0.22866160859430884,18.2,220.1167231504337
42,2019,0,194604.08,419.21,0.0,28.2,1027.8,71.25,78,45,22,6.8,0.6331145408012112,0.6225262364207855,18.2,220.1167231504337
43,2019,0,1064396.72,2292.89,0.286,28.2,1027.8,71.25,78,45,22,6.8,0.4574581701409565,0.4851292674295462,18.2,220.1167231504337
43,2019,0,5666190.64,12205.93,0.333076923,28.2,1027.8,71.25,78,45,22,6.8,0.6028145534686075,0.11126343596433098,18.2,220.1167231504337
44,2019,0,3322525.44,7157.28,0.758333333,28.2,1027.8,71.25,78,45,22,6.8,0.8151907588540217,0.7760741476608718,18.2,220.1167231504337
44,2019,0,681200.16,1467.42,0.921428571,28.2,1027.8,71.25,78,45,22,6.8,0.8425987383795941,0.2184715964269916,18.2,220.1167231504337
45,2019,0,232563.04,500.98,1.13,28.2,1027.8,71.25,78,45,22,6.8,0.5489881962130918,0.7060366940702385,18.2,220.1167231504337
45,2019,0,4122.24,8.88,1.39,28.2,1027.8,71.25,78,45,22,6.8,0.259120464593331,0.20033465533709244,18.2,220.1167231504337
46,2019,0,14756073.36,31787.07,83.44538462,28.2,1027.8,71.25,78,45,22,6.8,0.7743656279691957,0.46826310640436253,18.2,220.1167231504337
47,2019,0,321019.44,691.53,1.23,28.2,1027.8,71.25,78,45,22,6.8,0.7649372779316717,0.2930892349679936,18.2,220.1167231504337
47,2019,0,1166937.44,2513.78,0.967692308,28.2,1027.8,71.25,78,45,22,6.8,0.5107477319647112,0.709489940732986,18.2,220.1167231504337
48,2019,0,9275.04,19.98,18.038,28.2,1027.8,71.25,78,45,22,6.8,0.8288890982307477,0.6853813262059449,18.2,220.1167231504337
48,2019,0,61833.6,133.2,16.747,28.2,1027.8,71.25,78,45,22,6.8,0.7424361158670028,0.34154349395187455,18.2,220.1167231504337
49,2019,0,1199915.36,2584.82,13.61166667,28.2,1027.8,71.25,78,45,22,6.8,0.39965958076818764,0.6021518564422482,18.2,220.1167231504337
49,2019,0,9275.04,19.98,14.415,28.2,1027.8,71.25,78,45,22,6.8,0.3885421489936443,0.28102491707185007,18.2,220.1167231504337
50,2019,0,6269927.04,13506.48,8.732352941,28.2,1027.8,71.25,78,45,22,6.8,0.6180620554125038,0.36190130444552726,18.2,220.1167231504337
50,2019,0,13406039.76,28878.87,2.428181818,28.2,1027.8,71.25,78,45,22,6.8,0.22059196249522417,0.45479993677290775,18.2,220.1167231504337
52,2019,0,2617965.92,5639.54,0.834615385,28.2,1027.8,71.25,78,45,22,6.8,0.7693504836296392,0.6640463856863221,18.2,220.1167231504337
52,2019,0,49454685.04,106533.73,0.944615385,28.2,1027.8,71.25,78,45,22,6.8,0.6433375208016181,0.48940895428911946,18.2,220.1167231504337
53,2019,0,6355.12,13.69,0.155,28.2,1027.8,71.25,78,45,22,6.8,0.22666449926432417,0.2817590313025079,18.2,220.1167231504337
54,2019,0,16795036.32,36179.34,16.12818182,28.2,1027.8,71.25,78,45,22,6.8,0.5812245279695079,0.6037577605664978,18.2,220.1167231504337
0,2019,21,8931.52,19.24,1.5,28.41,1060.94,75.48,88,55,40,7.0,0.732040545303954,0.7538880979053985,18.41,217.68392350907496
2,2019,21,2404.64,5.18,2.57,28.41,1060.94,75.48,88,55,40,7.0,0.7035958294664442,0.6722394644754313,18.41,217.68392350907496
2,2019,21,171.76,0.37,3.0,28.41,1060.94,75.48,88,55,40,7.0,0.7839338804845433,0.4372362202391319,18.41,217.68392350907496
2,2019,21,1202.32,2.59,2.57,28.41,1060.94,75.48,88,55,40,7.0,0.45425652061952726,0.20144070150745663,18.41,217.68392350907496
3,2019,21,46890.48,101.01,32.76666667,28.41,1060.94,75.48,88,55,40,7.0,0.38926961091013323,0.5556290327492169,18.41,217.68392350907496
5,2019,21,1889.36,4.07,1.36,28.41,1060.94,75.48,88,55,40,7.0,0.3830961724830195,0.7895405063350398,18.41,217.68392350907496
7,2019,21,24905.2,53.65,0.426666667,28.41,1060.94,75.48,88,55,40,7.0,0.7193843702343459,0.23405124611395758,18.41,217.68392350907496
9,2019,21,318958.32,687.09,9474.625,28.41,1060.94,75.48,88,55,40,7.0,0.20292840037912502,0.706075157353112,18.41,217.68392350907496
11,2019,21,85880.0,185.0,2.745,28.41,1060.94,75.48,88,55,40,7.0,0.24280873377360784,0.5613372755768717,18.41,217.68392350907496
13,2019,21,343.52,0.74,13.0,28.41,1060.94,75.48,88,55,40,7.0,0.4815396829122881,0.24641266824521862,18.41,217.68392350907496
13,2019,21,515.28,1.11,13.67,28.41,1060.94,75.48,88,55,40,7.0,0.37156345812309366,0.6737893207595722,18.41,217.68392350907496
13,2019,21,343.52,0.74,13.0,28.41,1060.94,75.48,88,55,40,7.0,0.2996606763507501,0.7548718886592917,18.41,217.68392350907496
17,2019,21,171.76,0.37,3.0,28.41,1060.94,75.48,88,55,40,7.0,0.23805092618252452,0.20249605845231655,18.41,217.68392350907496
17,2019,21,39676.56,85.47,3.0,28.41,1060.94,75.48,88,55,40,7.0,0.7961114052867306,0.16114672900346444,18.41,217.68392350907496
17,2019,21,3606.96,7.77,3.0,28.41,1060.94,75.48,88,55,40,7.0,0.5779141148023619,0.6956636558310209,18.41,217.68392350907496
27,2019,21,2061.12,4.44,0.75,28.41,1060.94,75.48,88,55,40,7.0,0.34203314490188014,0.27524169924671105,18.41,217.68392350907496
27,2019,21,108037.04,232.73,0.606666667,28.41,1060.94,75.48,88,55,40,7.0,0.82595231817079,0.4322697083812539,18.41,217.68392350907496
31,2019,21,343.52,0.74,5.0,28.41,1060.94,75.48,88,55,40,7.0,0.344181892690544,0.7931755677468776,18.41,217.68392350907496
31,2019,21,171.76,0.37,5.0,28.41,1060.94,75.48,88,55,40,7.0,0.5252101076352913,0.39119131073187907,18.41,217.68392350907496
32,2019,21,9103.28,19.61,0.79,28.41,1060.94,75.48,88,55,40,7.0,0.6780943442001073,0.3737653621260624,18.41,217.68392350907496
34,2019,21,858.8,1.85,0.8,28.41,1060.94,75.48,88,55,40,7.0,0.4213416582222144,0.48294517528979986,18.41,217.68392350907496
35,2019,21,3606.96,7.77,0.81,28.41,1060.94,75.48,88,55,40,7.0,0.7770447741946747,0.7875677013251855,18.41,217.68392350907496
